comment,sentiment,comment_length,cleaned_comment,label
"""Selamat tahun baru mbak, semoga jadi pribadi yang lebih baik amin""",1,67,selamat tahun baru mbak semoga jadi pribadi yang lebih baik amin,0
"""Yang ngatain keknya idupnya gapernag bikin kesalahan""",1,54,yang ngatain keknya idupnya gapernag bikin kesalahan,0
"""Dari raut mukanya aja udh terlihat seperti org kalah judi dan tidak pernah makan enak""",-1,87,dari raut mukanya aja udh terlihat seperti org kalah judi dan tidak pernah makan enak,1
"aku ga ngehujat plis,tapi keliatan bgt ga nyamannya ðŸ˜­ kasian kak chacu",1,73,aku ga ngehujat plis tapi keliatan bgt ga nyamannya kasian kak chacu,0
CANTIK BANGETTTTâ¤ï¸,1,22,cantik bangetttt,0
PRETTT LU BRAVY MUNGKIN NGELAMAR BUAT BAIK BAIKKN AJA YAA KMRIN,-1,63,prettt lu bravy mungkin ngelamar buat baik baikkn aja yaa kmrin,1
di UIN kalau dosen waras malah ga dikasih jam ngajar. Btw mahasiswa  juga banyak yang eror. emang kampus aneh itu,-1,113,di uin kalau dosen waras malah ga dikasih jam ngajar btw mahasiswa juga banyak yang eror emang kampus aneh itu,1
untuk menggembor gembor kan tuan nya dan menjilat demi cuan,-1,59,untuk menggembor gembor kan tuan nya dan menjilat demi cuan,1
"""Raisa mah tipe cantik tapi sopan santun pakaiannya""",1,52,raisa mah tipe cantik tapi sopan santun pakaiannya,0
"kata gue ape, yg tulus cuma penyanyi ðŸ˜­",-1,41,kata gue ape yg tulus cuma penyanyi,1
Auto unfollðŸ™ðŸ»,-1,19,auto unfoll,1
"""ORANG INI TERLIHAT SANGAT SANGAT STRES DAN GILA""",-1,49,orang ini terlihat sangat sangat stres dan gila,1
ariel tatum : anj anjjj kelompok gua ga ada yang bener,1,54,ariel tatum anj anjjj kelompok gua ga ada yang bener,0
"""Pakaian apapun yg dipake mama gigi selalu keceee""",1,50,pakaian apapun yg dipake mama gigi selalu keceee,0
Hehhhh tinandrosee???? TolonggggðŸ˜­,1,36,hehhhh tinandrosee tolongggg,0
cantik banget loh kulitnya ðŸ˜­ walaupun ga putih tpi bersih mulusðŸ¥°,1,70,cantik banget loh kulitnya walaupun ga putih tpi bersih mulus,0
semangat trus yh zahh,1,21,semangat trus yh zahh,0
"""Sabar semua komentar ini ujian""",1,32,sabar semua komentar ini ujian,0
"DO, teman saja di bully apalagi pasien bpjs",-1,43,do teman saja di bully apalagi pasien bpjs,1
"""2 ekor anjing dan satu buaya makan jambut""",-1,43,2 ekor anjing dan satu buaya makan jambut,1
kalo tuan dan anjing bahasa lain nya apa??,-1,42,kalo tuan dan anjing bahasa lain nya apa,1
Berisikkkkkk ðŸ¤®,-1,17,berisikkkkkk,1
mukanyaðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,-1,23,mukanya,1
 jujur emg ke bude bude,-1,23,jujur emg ke bude bude,1
emg jokowi itu siapa???,1,23,emg jokowi itu siapa,0
banyak yang maki-maki DPR tapi pas pemilu milih partai itu lagi ðŸ˜‚ðŸ˜‚ðŸ˜‚,1,76,banyak yang maki maki dpr tapi pas pemilu milih partai itu lagi,0
gua yang udah muak dengan namanya klarifikasiðŸ˜‚,1,49,gua yang udah muak dengan namanya klarifikasi,0
"""Dasar Bego lu.. gua jijik sama lu bro kayak gak punya otak banget""",-1,67,dasar bego lu gua jijik sama lu bro kayak gak punya otak banget,1
"komenn nya kenapa sii yaampunn, kulit orang indo ma emang ginii ih, ngapa pada ngebet putih sii, yg putih aja ada yg pengen tan skin",1,132,komenn nya kenapa sii yaampunn kulit orang indo ma emang ginii ih ngapa pada ngebet putih sii yg putih aja ada yg pengen tan skin,0
ngerecokin negara,-1,17,ngerecokin negara,1
relawan termul cari sembako,1,27,relawan termul cari sembako,0
GANTENG LU BEGITU ?,-1,19,ganteng lu begitu,1
Iya baner anjir kata gue dikit lagi stroke nih orgðŸ˜‚,-1,54,iya baner anjir kata gue dikit lagi stroke nih org,1
"""Artis remaja di Indonesia yg manis bgt kalo senyum Cuma dia deh perasaan yg nempel di hati""",1,92,artis remaja di indonesia yg manis bgt kalo senyum cuma dia deh perasaan yg nempel di hati,0
Tim gatau zize kalo gasama arhan wkwk,-1,37,tim gatau zize kalo gasama arhan wkwk,1
"""Saya berharap kak @isyanasarasvati panjang umur. Sehingga bisa jadi inspirasi untuk musisi seluruh Indonesia. Saya suka musik indonesia dengan adanya kak Isyana""",1,162,saya berharap kak panjang umur sehingga bisa jadi inspirasi untuk musisi seluruh indonesia saya suka musik indonesia dengan adanya kak isyana,0
"plis gaes untuk asuh jangan sampe dihujat juga, biar itu jadi memori indah buat anak-anaknnya juga, gimaanpun dia tetep ibu trio na",1,131,plis gaes untuk asuh jangan sampe dihujat juga biar itu jadi memori indah buat anak anaknnya juga gimaanpun dia tetep ibu trio na,0
"betul mas ,dituntut saja ,politikus harus santun dan nyata",-1,58,betul mas dituntut saja politikus harus santun dan nyata,1
ustad cabul anjing,-1,18,ustad cabul anjing,1
si lintang juga ngerespon lgi wkwk pdhl dia kan udh punya cwoðŸ˜‚,-1,65,si lintang juga ngerespon lgi wkwk pdhl dia kan udh punya cwo,1
jule anj...,-1,11,jule anj,1
"""Wah ibarat lebih milih iblis daripada bidadari haha""",-1,53,wah ibarat lebih milih iblis daripada bidadari haha,1
"""Si gaga kok kek anjing""",-1,24,si gaga kok kek anjing,1
Aktingx bguss,1,13,aktingx bguss,0
"ibu bicara panjang lebar itu nggk akan masuk sama Projo,",1,56,ibu bicara panjang lebar itu nggk akan masuk sama projo,0
MANA NIH YANG MINTA DI SISAIN COWO SPEK BRAVY HAHAHAHAHA,-1,56,mana nih yang minta di sisain cowo spek bravy hahahahaha,1
"""Okay bro kalem aja, tetap semangat dan jangan putus asa""",1,57,okay bro kalem aja tetap semangat dan jangan putus asa,0
"""Ngapain si pada ngejudge? Mikir dulu lah dia putus juga sebelum kejadian itu tolol""",1,84,ngapain si pada ngejudge mikir dulu lah dia putus juga sebelum kejadian itu tolol,0
"""Cita cita ingin jadi pakboi , eh tapi malah jadi narkoboy nasib-nasib""",-1,71,cita cita ingin jadi pakboi eh tapi malah jadi narkoboy nasib nasib,1
"""DIKASIH BIDADARI MAUNYA BONEKA SANTET""",-1,39,dikasih bidadari maunya boneka santet,1
udah di bilang kemarin kebanyakan pakai filter kok ngga percaya,-1,63,udah di bilang kemarin kebanyakan pakai filter kok ngga percaya,1
"""makin cantik mel, semangat dietnyaa""",1,37,makin cantik mel semangat dietnyaa,0
mana nih yg kemarin-kemarin minta di sisain cowo kyk bravyðŸ˜­,-1,62,mana nih yg kemarin kemarin minta di sisain cowo kyk bravy,1
"yang komen jelek pasti manusia2 yg menuntut dirinya harus sempurna, dituntut pasangan nya harus punya standar cantik indonesia juga. Cinta, congratulations kamu udah aman bgt di luar negeri ðŸ¥°",1,194,yang komen jelek pasti manusia2 yg menuntut dirinya harus sempurna dituntut pasangan nya harus punya standar cantik indonesia juga cinta congratulations kamu udah aman bgt di luar negeri,0
dari muka aja kelihatan,-1,23,dari muka aja kelihatan,1
Kayak mau dangdutan,-1,19,kayak mau dangdutan,1
"""Meldi udah dapat kontrak endorse skincare ya tapi kok mukanya tetap jelek si?""",-1,79,meldi udah dapat kontrak endorse skincare ya tapi kok mukanya tetap jelek si,1
Cantik,1,6,cantik,0
"""Padahal gw g mau benci ama lu bro, tpi ada aja tingkah lu yang melenceng:(""",1,76,padahal gw g mau benci ama lu bro tpi ada aja tingkah lu yang melenceng,0
"""hua seneng bgt kmrn walaupun Cuma 35 menitan tp seneng liat isyan, adaptasi kebiasaan baruku semoga bisa lebih teratur maemnya, ditunggu karya selanjutnya kaka""",1,161,hua seneng bgt kmrn walaupun cuma 35 menitan tp seneng liat isyan adaptasi kebiasaan baruku semoga bisa lebih teratur maemnya ditunggu karya selanjutnya kaka,0
sejak 2014 gaduh terus,1,22,sejak 2014 gaduh terus,0
itu titipan raja Jawa dek mana berani Wowo mecat,-1,48,itu titipan raja jawa dek mana berani wowo mecat,1
Lah ngapain minta maaf? kan dia gak salah ðŸ˜‚ðŸ˜‚,1,50,lah ngapain minta maaf kan dia gak salah,0
"""Ancur hidup lu kalau sama dia? Sumpah..""",-1,41,ancur hidup lu kalau sama dia sumpah,1
"Bu ini kampus IAIN Ternate ada kasus dosen seperti ini Bu. berantas Bu yang menyimpang. dosen tenaga pendidik, masa menyimpang ke mahasiswa ",1,140,bu ini kampus iain ternate ada kasus dosen seperti ini bu berantas bu yang menyimpang dosen tenaga pendidik masa menyimpang ke mahasiswa,0
fans arhan dan fans zz akur ulang yah kalianðŸ˜‚,1,48,fans arhan dan fans zz akur ulang yah kalian,0
Mirip cinta anak nya uya kuya,1,29,mirip cinta anak nya uya kuya,0
"""Udaah woii udahh lu gak kasihan apa?. Aku capek ngelike komenan kalian""",1,72,udaah woii udahh lu gak kasihan apa aku capek ngelike komenan kalian,0
info angkat kaki dari indonesia?,1,32,info angkat kaki dari indonesia,0
"bener ibu ini, yg namanya relawan, jurkam, tim pemenangan, timses, itu biasanya adanya di musim pemilu, ini pemilu sdh lewat masih aja ada projo. nanti dibilang cari panggung malah tersinggung, malah gak trima. ingat Kontestasi dan rivalitas sudah selesai !!! mari bersatu bangun negeri ini, jangan sibuk sendiri dengan organisasimu !!.",1,336,bener ibu ini yg namanya relawan jurkam tim pemenangan timses itu biasanya adanya di musim pemilu ini pemilu sdh lewat masih aja ada projo nanti dibilang cari panggung malah tersinggung malah gak trima ingat kontestasi dan rivalitas sudah selesai mari bersatu bangun negeri ini jangan sibuk sendiri dengan organisasimu,0
fans fomo pahlawan pada kaget pasti padahal Meraka aja yg fomo yg ngira dia org bener ðŸ¤£ðŸ¤£,-1,94,fans fomo pahlawan pada kaget pasti padahal meraka aja yg fomo yg ngira dia org bener,1
nurul : makasiiyyy ya jul berkat lu berita gw tenggelemðŸ˜‚,1,59,nurul makasiiyyy ya jul berkat lu berita gw tenggelem,0
"di amerika dia wanita paling cantikðŸ¥°
setidaknya kamu benar hidup disana cin..
dari pada disini yang slalu memprioritaskan wanita cantik hanya yg berkulit putih ðŸ¥°ðŸ™",1,171,di amerika dia wanita paling cantik setidaknya kamu benar hidup disana cin dari pada disini yang slalu memprioritaskan wanita cantik hanya yg berkulit putih,0
Ribka itu bangga jadi anak PKI....!!! pahamkan,1,46,ribka itu bangga jadi anak pki pahamkan,0
selayaknya tkw pada umumnyaðŸ˜­ðŸ™,-1,35,selayaknya tkw pada umumnya,1
Mending ngomong inggris ya ternyata wkwk,-1,40,mending ngomong inggris ya ternyata wkwk,1
"ya iyalah di profesor ko,termul otaknya zonk",-1,44,ya iyalah di profesor ko termul otaknya zonk,1
"""Setengah iri setengah jadi motivasi ini""",1,41,setengah iri setengah jadi motivasi ini,0
"""Mukanya kalau gak dibantu kamera dekil dan kumel""",-1,50,mukanya kalau gak dibantu kamera dekil dan kumel,1
Rasain,-1,6,rasain,1
Wajib di usut ngomong Seenaknya apalagi di Awal itu kasar sekali ngomong tak pakai Adab Pada Seseorang yang Jasanya cukup besar di akui Banyak orang di Negeri ini,1,162,wajib di usut ngomong seenaknya apalagi di awal itu kasar sekali ngomong tak pakai adab pada seseorang yang jasanya cukup besar di akui banyak orang di negeri ini,0
"jangan dulu mulan, dul sama El belum nikah, nanti netizen hujat siapa kalau lu sama Dhani cerai sebelum mreka nikah",-1,115,jangan dulu mulan dul sama el belum nikah nanti netizen hujat siapa kalau lu sama dhani cerai sebelum mreka nikah,1
"semua wanita cantik dengan warna kulitnya masing-masing,so beautiful ka namira",1,78,semua wanita cantik dengan warna kulitnya masing masing so beautiful ka namira,0
Walid nak ela boleh?,-1,20,walid nak ela boleh,1
Malu gasih ðŸ˜­,-1,15,malu gasih,1
"Susah ngomong sama termul, seolah-olah mereka pada paling bener, padahal semua orang berhak punya pemikiran! Gemes bgt gw liat mereka!",1,134,susah ngomong sama termul seolah olah mereka pada paling bener padahal semua orang berhak punya pemikiran gemes bgt gw liat mereka,0
maap yaaa malah kayak Lina Mukherjee ngga siiðŸ˜­ðŸ™,-1,53,maap yaaa malah kayak lina mukherjee ngga sii,1
Harus nya cek daftar pengunjung mom siapa aja langganan nyaðŸ«¢,-1,63,harus nya cek daftar pengunjung mom siapa aja langganan nya,1
"Gaya doang tulus,tapi selingkuh",-1,31,gaya doang tulus tapi selingkuh,1
"kalo liat kak cinta aku percaya cantik itu gak harus putih,tapi gak cocok di kampungku,yg putih itu yg cantikðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­",1,125,kalo liat kak cinta aku percaya cantik itu gak harus putih tapi gak cocok di kampungku yg putih itu yg cantik,0
"ehh cantikuu lewat, sehat2 yaa zizuunya akuuuðŸ¥°ðŸ¥°ðŸ¥°",1,57,ehh cantikuu lewat sehat2 yaa zizuunya akuuu,0
"""maniss bangettt pengen dah punya senyuman manis kayak ka syifaaa""",1,66,maniss bangettt pengen dah punya senyuman manis kayak ka syifaaa,0
"labi labi ,kadang di air kadang di laut",1,39,labi labi kadang di air kadang di laut,0
cung yang tau dia gara2 nikah sama arhannðŸ‘†,-1,45,cung yang tau dia gara2 nikah sama arhann,1
kenapa gak minta aku yg editin video nya zuyy?ðŸ¤­,1,50,kenapa gak minta aku yg editin video nya zuyy,0
kini Dhani merasakan apa yang dirasakan Maya dulu. terimakasih ari Lasso knp gak dri dulu.. samawa ya mas ariðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£,-1,125,kini dhani merasakan apa yang dirasakan maya dulu terimakasih ari lasso knp gak dri dulu samawa ya mas ari,1
Pantes ujan seharian,1,20,pantes ujan seharian,0
bapak Presiden Ke 2 Soeharto adalah Presiden terbaik dia peduli rakyat mensejahtrakan masyarakat negara aman aman memakmutkan petani meningkatkan pendidikan,1,156,bapak presiden ke 2 soeharto adalah presiden terbaik dia peduli rakyat mensejahtrakan masyarakat negara aman aman memakmutkan petani meningkatkan pendidikan,0
"""Itu yang foto ketiga jablay murahan bukan?""",-1,44,itu yang foto ketiga jablay murahan bukan,1
"""Anak yg cerdas terbentuk dr pola asuh sekaligus pola didik ortu yg cerdas pula sih pada saranya. Sesimple itu""",1,111,anak yg cerdas terbentuk dr pola asuh sekaligus pola didik ortu yg cerdas pula sih pada saranya sesimple itu,0
cantik amatðŸ’—,1,15,cantik amat,0
ini Jokowi punya dana tak terhingga untuk Tim relawan jadi uang nya entah dari mana dana politik Nya Hanya jaman Jokowi relawan berkelanjutan,-1,141,ini jokowi punya dana tak terhingga untuk tim relawan jadi uang nya entah dari mana dana politik nya hanya jaman jokowi relawan berkelanjutan,1
"""Tambah cantik aja rosa meldianti""",1,34,tambah cantik aja rosa meldianti,0
"""Tapi dia sekarang dah berubah gak kayak dulu kalau yang gue lihat""",1,67,tapi dia sekarang dah berubah gak kayak dulu kalau yang gue lihat,0
Pdhl lebih cantik jdi diri sendiri,1,34,pdhl lebih cantik jdi diri sendiri,0
info kampus dan akun ig dosen sange nya dong ,1,45,info kampus dan akun ig dosen sange nya dong,0
intinya cari makan.. tak ada yg lain....,1,40,intinya cari makan tak ada yg lain,0
"""Lo kira lo bagus tuh begitu anjing wkwkw""",-1,42,lo kira lo bagus tuh begitu anjing wkwkw,1
"Dia menangis bukan kerana empati, tapi takut di blaklist dari dunia kedokteran",-1,78,dia menangis bukan kerana empati tapi takut di blaklist dari dunia kedokteran,1
"LIAT KOMENANNYAAAA MIRIS BGT, KAK CHACHU TUH LAGI NGADAIN ACARA BAHAGIA, SEMUA PASTI SUDAH DIPERSIAPKAN, MLH ADA YG BANDINGÂ²IN, KALIAN TUH SESAMA PEREMPUAN, KLO PAS ACARA SEPERTI INI KALIAN DICEMOOH JUGA KESELKAN, APALAGI INI MOMEN ACARA RESEPSI BELIAUðŸ¥º",1,257,liat komenannyaaaa miris bgt kak chachu tuh lagi ngadain acara bahagia semua pasti sudah dipersiapkan mlh ada yg banding in kalian tuh sesama perempuan klo pas acara seperti ini kalian dicemooh juga keselkan apalagi ini momen acara resepsi beliau,0
Welcome to orba versi baru guys,1,31,welcome to orba versi baru guys,0
SECARA TIDAK LANGSUNG MENGAKUI KALAU DIRINYA JAHAT DAN GA BECUS KERJAðŸ˜­,-1,73,secara tidak langsung mengakui kalau dirinya jahat dan ga becus kerja,1
beliau mengira dirinya tampan dan pemberani,-1,43,beliau mengira dirinya tampan dan pemberani,1
bedak 7 lapis ðŸ˜­,-1,18,bedak 7 lapis,1
"""Padahal sejak dia sama Jane aku lebih respect :( skrg bener2 udah hilang respect :(""",1,85,padahal sejak dia sama jane aku lebih respect skrg bener2 udah hilang respect,0
pro apa ini?,1,12,pro apa ini,0
gedabrus ðŸ˜‚,-1,13,gedabrus,1
"""Harus lebih maju berkelas rik!! Ga jamannya lg toxic dan ga beraturan.. build sistem!! You will be BIG""",1,104,harus lebih maju berkelas rik ga jamannya lg toxic dan ga beraturan build sistem you will be big,0
PANSOS!!!!!!,-1,12,pansos,1
"kalau penyidiknya kompeten berarti seharusnya gaada masalah kan? jadi ini semua bukan masalah besar kecil wewenangnya, tapi kompeten atau tidak aparatnya?",-1,154,kalau penyidiknya kompeten berarti seharusnya gaada masalah kan jadi ini semua bukan masalah besar kecil wewenangnya tapi kompeten atau tidak aparatnya,1
"""Kasian kebelet artis tapi gak punya bakat""",-1,43,kasian kebelet artis tapi gak punya bakat,1
projo(negri dan rakyat) kocak2 jauh banget ngelak nyaðŸ¤£ðŸ¤£ðŸ¤£,1,65,projo negri dan rakyat kocak2 jauh banget ngelak nya,0
Always humble and inspired people Papi nya prince andrewðŸ˜ŽðŸ”¥,1,64,always humble and inspired people papi nya prince andrew,0
bela jokowi lah bos,1,19,bela jokowi lah bos,0
"dia gak mau putih guys pilihan dia sendri kok ,tanskin di luar negri kan mahal ðŸ¥°",1,83,dia gak mau putih guys pilihan dia sendri kok tanskin di luar negri kan mahal,0
"kocak bgt komenya anjir, tim baca komen ajah ðŸ˜­ðŸ™‹",1,53,kocak bgt komenya anjir tim baca komen ajah,0
"""Semoga lancar terus usahanya mel""",1,34,semoga lancar terus usahanya mel,0
Biasa korup matanya kek gitu,-1,28,biasa korup matanya kek gitu,1
salut sm yg cepuin isi chat ke mediaðŸ¥°,1,40,salut sm yg cepuin isi chat ke media,0
"""Yaaaa yaaa kalo liat muka nya sumpah ngeselin banget dah?.oprasi dulu sono..biar gantengan dikit.. Dan kalo jln ke mall gk di kenal orng.""",-1,139,yaaaa yaaa kalo liat muka nya sumpah ngeselin banget dah oprasi dulu sono biar gantengan dikit dan kalo jln ke mall gk di kenal orng,1
"""Hargai wanitamu dia didekati banyak pria tetapi tetap memilihmu""",1,65,hargai wanitamu dia didekati banyak pria tetapi tetap memilihmu,0
bang coba duet sama firdaus kyke cocok deh,-1,42,bang coba duet sama firdaus kyke cocok deh,1
"""Iuu milih iblis drpd bidadarii kwkwkw jyjyq""",-1,45,iuu milih iblis drpd bidadarii kwkwkw jyjyq,1
"yang lain kaget bang fiki nikah sama kak tinoo, aku lebihh kagett kak tino nikah sama bang fikiðŸ˜­ aku selalu mempertanyakan siapa cowo beruntung yang bisa dapat kak tinaa yang pinter baik slalu menjaga diri ini dan belakangan liat kak tino ada bahas tentang percintaan ternyata mau nikahhhðŸ˜ selamat kak tinoooo dan bang fikiiiiðŸ˜ðŸ’“ semakin bahagia ya kliann",1,366,yang lain kaget bang fiki nikah sama kak tinoo aku lebihh kagett kak tino nikah sama bang fiki aku selalu mempertanyakan siapa cowo beruntung yang bisa dapat kak tinaa yang pinter baik slalu menjaga diri ini dan belakangan liat kak tino ada bahas tentang percintaan ternyata mau nikahhh selamat kak tinoooo dan bang fikiiii semakin bahagia ya kliann,0
